,id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
1125587,1125587,Male,30,1,10.0,1,< 1 Year,No,27693.0,152.0,288,0
4979787,4979787,Male,65,1,28.0,1,1-2 Year,No,56767.0,124.0,26,0
3820976,3820976,Female,22,1,10.0,1,< 1 Year,No,28146.0,152.0,78,0
3416094,3416094,Male,22,1,28.0,1,< 1 Year,No,28894.0,152.0,153,0
2077821,2077821,Female,62,1,28.0,1,1-2 Year,No,27806.0,26.0,147,0
9126931,9126931,Female,23,1,32.0,0,< 1 Year,Yes,35263.0,152.0,46,1
2256845,2256845,Male,26,1,10.0,1,< 1 Year,No,24691.0,152.0,73,0
2546107,2546107,Male,42,1,28.0,1,1-2 Year,No,46639.0,124.0,151,0
1828224,1828224,Male,33,1,3.0,0,1-2 Year,Yes,25689.0,124.0,105,1
10607209,10607209,Male,24,1,47.0,1,< 1 Year,No,28775.0,152.0,10,0
8890033,8890033,Female,26,1,28.0,1,< 1 Year,No,46434.0,152.0,293,0
10358848,10358848,Male,43,1,45.0,0,1-2 Year,Yes,31646.0,124.0,116,1
6427994,6427994,Female,23,1,46.0,1,< 1 Year,No,34343.0,152.0,77,0
11459118,11459118,Female,26,1,33.0,1,< 1 Year,No,28235.0,152.0,216,0
5976793,5976793,Male,23,1,3.0,1,< 1 Year,No,23435.0,152.0,71,0
11119118,11119118,Female,25,1,40.0,0,< 1 Year,No,24590.0,151.0,127,0
11135042,11135042,Female,41,1,41.0,0,1-2 Year,Yes,34885.0,124.0,177,0
1517712,1517712,Female,21,1,30.0,1,< 1 Year,No,25642.0,152.0,256,0
10163516,10163516,Female,23,1,47.0,1,< 1 Year,No,39213.0,152.0,122,0
9692212,9692212,Male,59,1,38.0,0,1-2 Year,Yes,2630.0,157.0,89,0
5515929,5515929,Female,24,1,50.0,0,< 1 Year,Yes,31241.0,152.0,138,1
5607129,5607129,Male,40,1,28.0,0,1-2 Year,Yes,51642.0,26.0,101,0
5703721,5703721,Male,74,1,46.0,1,1-2 Year,No,32093.0,21.0,154,0
3221604,3221604,Female,55,1,13.0,0,1-2 Year,No,2630.0,26.0,264,0
6767690,6767690,Female,45,1,28.0,0,1-2 Year,Yes,26643.0,23.0,185,0
2436901,2436901,Female,73,1,39.0,0,1-2 Year,Yes,2630.0,124.0,283,0
259059,259059,Male,45,1,18.0,0,1-2 Year,Yes,37367.0,26.0,212,1
5338886,5338886,Male,44,1,28.0,1,1-2 Year,No,29931.0,124.0,298,0
483274,483274,Male,47,1,10.0,0,1-2 Year,Yes,39721.0,124.0,84,0
564562,564562,Female,50,1,47.0,1,1-2 Year,No,43707.0,26.0,129,0
7510848,7510848,Male,68,1,8.0,1,1-2 Year,No,47539.0,26.0,157,0
436664,436664,Female,72,1,28.0,1,1-2 Year,No,40559.0,26.0,225,0
10789638,10789638,Male,58,1,28.0,0,1-2 Year,Yes,51389.0,26.0,197,0
8017324,8017324,Male,74,1,28.0,0,1-2 Year,Yes,28251.0,26.0,226,0
11219495,11219495,Female,63,1,41.0,0,1-2 Year,Yes,40917.0,154.0,84,0
6498913,6498913,Male,74,1,28.0,1,1-2 Year,No,56728.0,124.0,234,0
7940289,7940289,Male,24,1,33.0,1,< 1 Year,No,45381.0,152.0,213,0
11491790,11491790,Male,70,1,28.0,0,1-2 Year,Yes,45476.0,26.0,250,0
430697,430697,Female,48,1,28.0,1,1-2 Year,No,52801.0,26.0,99,0
3469623,3469623,Male,35,1,28.0,0,1-2 Year,Yes,28691.0,31.0,111,1
3002623,3002623,Male,53,1,28.0,0,1-2 Year,Yes,37735.0,124.0,201,0
10960857,10960857,Male,40,1,28.0,0,1-2 Year,Yes,46792.0,124.0,289,0
11321229,11321229,Female,25,1,28.0,1,< 1 Year,No,41683.0,152.0,226,0
2882246,2882246,Female,50,1,30.0,1,1-2 Year,No,25223.0,124.0,75,0
10282508,10282508,Male,54,1,28.0,0,1-2 Year,Yes,49324.0,26.0,75,0
7326186,7326186,Female,23,1,43.0,1,< 1 Year,No,32836.0,152.0,149,0
5145693,5145693,Female,37,1,18.0,1,1-2 Year,No,2630.0,152.0,117,0
2683859,2683859,Female,25,1,39.0,1,< 1 Year,No,30851.0,152.0,242,0
489941,489941,Female,24,1,37.0,0,< 1 Year,No,2630.0,152.0,232,0
8702659,8702659,Female,23,1,41.0,1,< 1 Year,Yes,25474.0,152.0,216,0
9208563,9208563,Female,54,1,46.0,0,1-2 Year,No,43272.0,11.0,140,0
4789384,4789384,Female,25,1,28.0,1,< 1 Year,No,30668.0,152.0,185,0
1116035,1116035,Female,25,1,47.0,0,< 1 Year,Yes,39377.0,152.0,298,0
2924114,2924114,Female,50,1,15.0,0,1-2 Year,Yes,2630.0,156.0,24,1
10217434,10217434,Female,23,1,46.0,0,< 1 Year,No,29074.0,152.0,152,0
6036121,6036121,Male,47,1,28.0,1,1-2 Year,No,49647.0,26.0,93,0
5972990,5972990,Male,24,1,29.0,1,< 1 Year,No,36383.0,152.0,234,0
4984691,4984691,Female,27,1,21.0,1,< 1 Year,No,27590.0,152.0,118,0
11459887,11459887,Male,56,1,28.0,0,1-2 Year,Yes,43271.0,124.0,167,0
6636372,6636372,Male,58,1,50.0,0,1-2 Year,Yes,40115.0,8.0,163,0
8295513,8295513,Male,73,1,28.0,0,1-2 Year,Yes,34141.0,26.0,62,0
11486262,11486262,Male,22,1,17.0,1,< 1 Year,No,38455.0,152.0,248,0
7186575,7186575,Female,24,1,8.0,1,< 1 Year,No,39077.0,152.0,298,0
7247517,7247517,Female,41,1,28.0,1,1-2 Year,No,24556.0,122.0,103,0
126445,126445,Female,43,1,28.0,0,1-2 Year,Yes,2630.0,124.0,215,0
9591496,9591496,Female,68,1,28.0,1,1-2 Year,No,52496.0,122.0,239,0
439588,439588,Female,38,1,41.0,1,1-2 Year,No,38124.0,124.0,63,0
6591636,6591636,Female,23,1,8.0,1,< 1 Year,No,53800.0,152.0,44,0
5876358,5876358,Male,27,1,15.0,1,< 1 Year,No,27962.0,152.0,68,0
2605158,2605158,Male,41,1,29.0,0,1-2 Year,Yes,29306.0,124.0,172,0
1326862,1326862,Female,24,1,3.0,1,< 1 Year,No,39300.0,152.0,162,0
5247343,5247343,Female,39,1,28.0,0,1-2 Year,Yes,27348.0,26.0,104,1
7042345,7042345,Male,22,1,46.0,0,< 1 Year,No,32489.0,152.0,143,0
6414707,6414707,Male,28,1,10.0,0,< 1 Year,Yes,25396.0,152.0,25,1
3633202,3633202,Female,43,1,28.0,1,1-2 Year,No,29152.0,124.0,191,0
1960923,1960923,Male,39,1,8.0,0,1-2 Year,Yes,31623.0,124.0,72,0
3702857,3702857,Female,28,1,25.0,0,< 1 Year,Yes,28309.0,152.0,217,0
7795953,7795953,Male,46,1,28.0,1,1-2 Year,No,29363.0,61.0,126,0
3957849,3957849,Female,53,1,28.0,0,> 2 Years,Yes,35687.0,122.0,63,1
7926210,7926210,Female,39,1,9.0,0,1-2 Year,Yes,43257.0,124.0,292,0
1996751,1996751,Male,25,1,15.0,1,< 1 Year,No,35235.0,152.0,174,0
4762692,4762692,Male,25,1,11.0,1,< 1 Year,No,31203.0,152.0,131,0
2734063,2734063,Female,45,1,8.0,0,1-2 Year,Yes,39732.0,26.0,101,0
686813,686813,Female,55,1,28.0,0,< 1 Year,Yes,2630.0,124.0,98,0
4526622,4526622,Male,43,1,28.0,0,1-2 Year,Yes,34292.0,122.0,201,0
1056922,1056922,Male,69,1,15.0,0,1-2 Year,Yes,2630.0,156.0,197,0
11139367,11139367,Male,43,1,8.0,0,1-2 Year,Yes,43017.0,124.0,143,0
11050571,11050571,Female,30,1,7.0,1,< 1 Year,No,29451.0,152.0,91,0
8439343,8439343,Female,52,1,11.0,1,1-2 Year,No,36002.0,26.0,230,0
2617209,2617209,Female,61,1,26.0,1,1-2 Year,Yes,26906.0,120.0,77,0
2373799,2373799,Female,48,1,28.0,0,1-2 Year,Yes,40394.0,124.0,183,0
8647511,8647511,Male,39,1,28.0,1,1-2 Year,No,32251.0,124.0,48,0
6038778,6038778,Female,25,1,29.0,0,< 1 Year,Yes,40481.0,152.0,268,0
6869672,6869672,Female,27,1,41.0,1,< 1 Year,No,57670.0,152.0,69,0
237008,237008,Female,25,1,41.0,1,< 1 Year,No,37164.0,152.0,14,0
2086031,2086031,Female,42,1,28.0,0,1-2 Year,Yes,36451.0,157.0,211,1
230097,230097,Female,26,1,28.0,1,< 1 Year,No,58611.0,152.0,119,0
6260265,6260265,Male,52,1,28.0,1,1-2 Year,No,39408.0,26.0,219,0
831286,831286,Male,70,1,28.0,0,1-2 Year,Yes,30859.0,124.0,183,0
674623,674623,Male,23,1,8.0,0,< 1 Year,Yes,53861.0,152.0,284,0
9172366,9172366,Male,76,1,11.0,0,1-2 Year,Yes,35900.0,124.0,156,0
7386957,7386957,Female,45,1,39.0,0,> 2 Years,Yes,64577.0,26.0,215,0
11301936,11301936,Male,26,1,33.0,1,< 1 Year,No,2630.0,160.0,90,0
5143940,5143940,Male,60,1,37.0,0,1-2 Year,Yes,35270.0,124.0,251,0
11093140,11093140,Female,40,1,12.0,0,1-2 Year,Yes,38214.0,26.0,247,1
11476640,11476640,Male,31,1,29.0,1,< 1 Year,No,34378.0,152.0,101,0
4247811,4247811,Male,43,1,29.0,0,1-2 Year,Yes,27373.0,124.0,252,0
2343144,2343144,Female,66,1,28.0,0,> 2 Years,Yes,33056.0,155.0,145,0
9007719,9007719,Male,20,1,46.0,0,< 1 Year,Yes,37233.0,160.0,158,0
9611685,9611685,Female,24,1,32.0,1,< 1 Year,No,27170.0,152.0,193,0
4725772,4725772,Female,24,1,15.0,0,< 1 Year,Yes,32483.0,152.0,290,0
8683168,8683168,Male,44,1,28.0,0,1-2 Year,Yes,27522.0,26.0,63,0
10636909,10636909,Male,66,1,28.0,0,1-2 Year,Yes,2630.0,24.0,216,0
2650091,2650091,Male,25,1,14.0,1,< 1 Year,No,29971.0,152.0,141,0
9491223,9491223,Male,53,1,28.0,0,1-2 Year,Yes,64580.0,124.0,195,0
4231820,4231820,Female,51,1,28.0,1,1-2 Year,No,51720.0,26.0,180,0
10547568,10547568,Male,24,1,11.0,1,< 1 Year,No,38314.0,152.0,239,0
7974987,7974987,Male,36,1,8.0,0,1-2 Year,Yes,25757.0,154.0,129,0
9728022,9728022,Male,49,1,41.0,0,1-2 Year,Yes,30377.0,26.0,273,0
10678517,10678517,Male,33,1,15.0,1,< 1 Year,No,2630.0,160.0,278,0
3154513,3154513,Female,23,1,46.0,1,< 1 Year,No,2630.0,152.0,116,0
3210487,3210487,Male,20,1,8.0,0,< 1 Year,No,44502.0,160.0,185,0
1615538,1615538,Female,63,1,29.0,0,1-2 Year,Yes,32445.0,26.0,249,0
1113947,1113947,Female,50,1,29.0,1,1-2 Year,No,45489.0,124.0,164,0
5234454,5234454,Male,22,1,28.0,0,< 1 Year,Yes,54989.0,152.0,74,0
9712651,9712651,Male,69,1,28.0,0,1-2 Year,No,44103.0,23.0,270,0
8476115,8476115,Female,55,1,18.0,0,1-2 Year,Yes,32831.0,122.0,102,0
10587579,10587579,Female,22,1,13.0,0,< 1 Year,Yes,31158.0,152.0,91,0
3754620,3754620,Female,26,1,50.0,1,< 1 Year,No,36419.0,152.0,79,0
5348656,5348656,Male,74,1,33.0,0,1-2 Year,Yes,2630.0,124.0,193,0
1103888,1103888,Female,24,1,8.0,1,< 1 Year,No,38119.0,152.0,130,0
1885994,1885994,Male,21,1,28.0,0,< 1 Year,Yes,34823.0,160.0,216,0
3661582,3661582,Male,30,1,8.0,1,< 1 Year,No,42577.0,152.0,180,0
3652286,3652286,Male,27,1,11.0,1,< 1 Year,No,28598.0,152.0,121,0
1415934,1415934,Male,42,1,41.0,0,1-2 Year,Yes,2630.0,156.0,240,0
3409610,3409610,Male,21,1,6.0,1,< 1 Year,No,29400.0,160.0,160,0
1296217,1296217,Male,23,1,23.0,1,< 1 Year,No,24345.0,152.0,73,0
555553,555553,Male,71,1,28.0,1,1-2 Year,No,51575.0,124.0,156,0
8260519,8260519,Female,59,1,28.0,0,1-2 Year,Yes,48699.0,155.0,211,0
10503272,10503272,Male,44,1,46.0,0,1-2 Year,Yes,23554.0,31.0,269,0
1016093,1016093,Male,26,1,3.0,1,< 1 Year,No,35109.0,152.0,200,0
1436935,1436935,Female,41,1,24.0,1,1-2 Year,No,28982.0,26.0,285,0
7412840,7412840,Male,26,1,6.0,1,< 1 Year,No,25132.0,152.0,186,0
9085124,9085124,Male,49,1,15.0,0,1-2 Year,Yes,2630.0,156.0,171,1
8861643,8861643,Male,70,1,28.0,0,> 2 Years,Yes,51379.0,124.0,233,0
6949436,6949436,Male,57,1,8.0,0,> 2 Years,Yes,56982.0,124.0,271,0
281514,281514,Male,22,1,50.0,0,< 1 Year,No,2630.0,152.0,96,0
1108055,1108055,Female,25,1,28.0,1,< 1 Year,No,49624.0,152.0,249,0
10596324,10596324,Male,26,1,14.0,1,< 1 Year,No,23886.0,152.0,206,0
9600314,9600314,Male,54,1,8.0,0,1-2 Year,Yes,49772.0,124.0,131,1
2972033,2972033,Male,22,1,8.0,0,< 1 Year,Yes,66426.0,152.0,27,0
10271183,10271183,Male,64,1,33.0,0,1-2 Year,Yes,40334.0,124.0,271,0
3205959,3205959,Female,30,1,50.0,0,1-2 Year,Yes,2630.0,124.0,274,1
4702338,4702338,Male,43,1,8.0,1,1-2 Year,No,37128.0,124.0,117,0
1499529,1499529,Female,48,1,47.0,0,1-2 Year,Yes,35248.0,124.0,251,0
6653214,6653214,Male,48,1,28.0,0,> 2 Years,Yes,35892.0,124.0,246,1
4026662,4026662,Male,42,1,41.0,0,1-2 Year,No,18305.0,26.0,94,0
9534093,9534093,Male,29,1,18.0,0,< 1 Year,Yes,29563.0,152.0,100,0
2653321,2653321,Male,47,1,8.0,0,1-2 Year,Yes,42033.0,124.0,79,1
6606827,6606827,Male,62,1,28.0,0,1-2 Year,No,36738.0,124.0,89,0
10533638,10533638,Male,23,1,11.0,1,< 1 Year,No,30293.0,152.0,168,0
8693514,8693514,Female,25,1,32.0,1,1-2 Year,Yes,2630.0,154.0,164,0
5266756,5266756,Male,39,1,28.0,0,1-2 Year,Yes,52356.0,26.0,34,0
7719374,7719374,Female,20,1,47.0,1,< 1 Year,No,34485.0,160.0,298,0
542378,542378,Male,57,1,11.0,1,1-2 Year,No,27804.0,124.0,233,0
2998419,2998419,Male,24,1,29.0,1,< 1 Year,No,43272.0,152.0,106,0
5756678,5756678,Female,37,1,0.0,0,1-2 Year,Yes,2630.0,13.0,151,0
11344875,11344875,Male,49,1,41.0,1,1-2 Year,No,29364.0,124.0,154,0
6165817,6165817,Male,61,1,28.0,0,> 2 Years,Yes,48680.0,122.0,223,0
3619499,3619499,Male,38,1,18.0,0,1-2 Year,Yes,2630.0,156.0,76,0
2225020,2225020,Female,35,1,27.0,0,1-2 Year,Yes,25159.0,154.0,134,0
3886993,3886993,Female,20,1,13.0,0,< 1 Year,Yes,33125.0,160.0,58,0
8619705,8619705,Female,50,1,6.0,1,1-2 Year,No,30404.0,152.0,91,0
7853193,7853193,Male,23,1,50.0,1,< 1 Year,No,40688.0,152.0,228,0
7678931,7678931,Male,74,0,26.0,0,1-2 Year,Yes,2630.0,22.0,273,0
3154744,3154744,Male,38,1,28.0,0,1-2 Year,Yes,38808.0,26.0,126,0
9172696,9172696,Male,30,1,11.0,1,< 1 Year,No,25652.0,152.0,182,0
366146,366146,Female,25,1,34.0,0,< 1 Year,No,24117.0,152.0,292,0
8168426,8168426,Female,29,1,24.0,0,1-2 Year,Yes,25209.0,124.0,150,0
2801325,2801325,Female,24,1,30.0,1,< 1 Year,No,25159.0,152.0,205,0
10100027,10100027,Male,42,1,28.0,0,1-2 Year,Yes,26993.0,155.0,155,1
10013716,10013716,Male,34,1,15.0,1,1-2 Year,No,35161.0,152.0,96,0
2606385,2606385,Male,24,1,16.0,1,< 1 Year,No,2630.0,152.0,215,0
8707562,8707562,Female,24,1,28.0,1,< 1 Year,No,2630.0,153.0,266,0
2197667,2197667,Male,32,1,41.0,0,< 1 Year,Yes,30071.0,152.0,259,1
1363886,1363886,Male,29,1,28.0,1,< 1 Year,No,51769.0,152.0,99,0
10456375,10456375,Female,41,1,8.0,0,> 2 Years,Yes,29765.0,124.0,35,1
1119693,1119693,Female,76,1,28.0,1,1-2 Year,No,57834.0,26.0,58,0
5928930,5928930,Male,59,1,46.0,0,1-2 Year,No,26097.0,11.0,201,0
5424291,5424291,Female,25,1,47.0,0,< 1 Year,No,28978.0,152.0,122,0
142626,142626,Male,43,1,28.0,0,1-2 Year,Yes,30553.0,124.0,202,1
3175933,3175933,Male,25,1,15.0,1,< 1 Year,No,35780.0,152.0,38,0
7610789,7610789,Male,78,1,25.0,1,1-2 Year,No,30220.0,30.0,159,0
8242983,8242983,Male,73,1,28.0,0,1-2 Year,Yes,27190.0,26.0,77,0
1310199,1310199,Male,59,1,3.0,1,1-2 Year,Yes,23296.0,124.0,73,0
6982714,6982714,Male,28,1,14.0,1,< 1 Year,No,38203.0,152.0,92,0
10965989,10965989,Female,43,1,4.0,0,< 1 Year,No,2630.0,1.0,143,0
7204217,7204217,Female,75,1,28.0,1,1-2 Year,Yes,53586.0,124.0,269,0
5920946,5920946,Male,73,1,41.0,1,1-2 Year,No,41647.0,26.0,184,0
3402568,3402568,Male,38,1,28.0,0,1-2 Year,Yes,58003.0,26.0,37,1
2657540,2657540,Female,59,1,28.0,0,> 2 Years,Yes,2630.0,26.0,152,0
10782245,10782245,Male,58,1,28.0,0,1-2 Year,Yes,37483.0,26.0,108,0
2739587,2739587,Female,51,1,28.0,0,1-2 Year,No,2630.0,156.0,147,0
4611956,4611956,Female,35,1,45.0,1,1-2 Year,No,2630.0,124.0,121,0
8768323,8768323,Female,25,1,36.0,1,< 1 Year,No,36849.0,152.0,196,0
10358095,10358095,Male,25,1,16.0,1,< 1 Year,No,29997.0,152.0,12,0
7354028,7354028,Female,26,1,10.0,1,< 1 Year,No,29962.0,152.0,262,0
9182310,9182310,Female,25,1,15.0,0,< 1 Year,No,29288.0,160.0,216,0
2446339,2446339,Male,31,1,46.0,0,< 1 Year,Yes,30559.0,152.0,263,1
4050372,4050372,Male,80,1,20.0,0,1-2 Year,Yes,2630.0,26.0,126,0
1934576,1934576,Male,39,1,28.0,1,1-2 Year,No,39805.0,124.0,113,0
938649,938649,Male,21,1,39.0,1,< 1 Year,No,31403.0,160.0,123,0
2563541,2563541,Male,24,1,29.0,1,< 1 Year,No,34282.0,152.0,145,0
10853364,10853364,Male,23,1,3.0,0,1-2 Year,Yes,2630.0,156.0,180,0
5937368,5937368,Male,66,1,3.0,1,1-2 Year,No,29091.0,124.0,261,0
675533,675533,Female,37,1,15.0,0,1-2 Year,Yes,2630.0,124.0,47,0
8575672,8575672,Male,24,1,36.0,1,< 1 Year,No,37148.0,152.0,140,0
5117723,5117723,Female,46,1,28.0,0,1-2 Year,Yes,44656.0,26.0,226,0
3829728,3829728,Male,50,1,35.0,0,1-2 Year,Yes,37492.0,124.0,191,0
9736382,9736382,Female,24,1,41.0,1,< 1 Year,No,31450.0,152.0,125,0
7614290,7614290,Male,48,1,15.0,1,1-2 Year,No,50400.0,124.0,97,0
3129103,3129103,Female,41,1,28.0,0,1-2 Year,Yes,61394.0,26.0,203,1
9215627,9215627,Male,43,1,28.0,0,1-2 Year,Yes,42161.0,124.0,198,1
7711780,7711780,Female,32,1,21.0,1,< 1 Year,No,25025.0,152.0,185,0
10398749,10398749,Female,47,1,14.0,0,1-2 Year,Yes,38402.0,124.0,84,1
10645513,10645513,Female,27,1,8.0,1,< 1 Year,No,30759.0,152.0,122,0
7639200,7639200,Female,25,1,28.0,1,< 1 Year,No,33739.0,152.0,266,0
3114101,3114101,Male,24,1,28.0,1,< 1 Year,No,36202.0,152.0,111,0
5017695,5017695,Female,22,1,8.0,1,< 1 Year,No,48163.0,152.0,267,0
3432687,3432687,Female,65,1,28.0,0,> 2 Years,Yes,43861.0,26.0,295,0
8787583,8787583,Male,55,1,15.0,0,1-2 Year,Yes,27370.0,124.0,189,1
5264123,5264123,Male,48,1,9.0,0,1-2 Year,Yes,2630.0,31.0,75,0
3448260,3448260,Male,47,1,27.0,1,1-2 Year,Yes,25222.0,26.0,217,0
8868675,8868675,Male,56,1,28.0,0,> 2 Years,Yes,38915.0,26.0,243,0
3686812,3686812,Male,22,1,50.0,1,< 1 Year,No,23672.0,152.0,73,0
3203982,3203982,Male,25,1,34.0,0,< 1 Year,Yes,27968.0,152.0,49,1
1911608,1911608,Male,45,1,8.0,0,1-2 Year,Yes,2630.0,26.0,147,0
8643930,8643930,Female,30,1,50.0,1,< 1 Year,No,25651.0,152.0,250,0
7333825,7333825,Female,24,1,15.0,0,< 1 Year,No,45959.0,152.0,284,0
6639530,6639530,Male,51,1,28.0,1,1-2 Year,No,45396.0,26.0,29,0
6793963,6793963,Female,58,1,28.0,1,1-2 Year,No,29679.0,124.0,231,0
8050882,8050882,Male,59,1,28.0,0,> 2 Years,Yes,2630.0,157.0,175,0
8103281,8103281,Female,48,1,28.0,0,1-2 Year,Yes,44807.0,26.0,242,0
7741804,7741804,Male,22,1,33.0,1,< 1 Year,No,33866.0,152.0,96,0
1208495,1208495,Male,22,1,33.0,1,< 1 Year,No,33132.0,152.0,71,0
10267276,10267276,Male,36,1,4.0,1,1-2 Year,Yes,29206.0,157.0,157,0
11500890,11500890,Male,29,1,8.0,1,< 1 Year,No,44667.0,152.0,256,0
6403566,6403566,Male,21,1,17.0,1,< 1 Year,No,50858.0,160.0,227,0
7742665,7742665,Male,40,1,37.0,1,1-2 Year,No,31439.0,124.0,232,0
7638341,7638341,Female,38,1,28.0,0,1-2 Year,Yes,36245.0,154.0,64,1
5501252,5501252,Male,49,1,0.0,0,1-2 Year,Yes,2630.0,124.0,242,0
4618905,4618905,Female,24,1,41.0,1,< 1 Year,No,22824.0,152.0,228,0
9376439,9376439,Male,25,1,28.0,1,< 1 Year,No,33162.0,152.0,124,0
9388688,9388688,Male,34,1,39.0,0,1-2 Year,Yes,2630.0,163.0,263,0
11105707,11105707,Male,69,1,19.0,1,1-2 Year,No,2630.0,124.0,200,0
165064,165064,Male,24,1,41.0,1,< 1 Year,No,23715.0,160.0,273,0
3030018,3030018,Male,41,1,28.0,0,1-2 Year,Yes,40693.0,124.0,92,0
2819469,2819469,Male,22,1,17.0,1,< 1 Year,No,43472.0,152.0,168,0
9775363,9775363,Female,25,1,28.0,0,< 1 Year,Yes,43269.0,26.0,285,0
10014790,10014790,Male,76,0,28.0,0,1-2 Year,Yes,32341.0,26.0,52,0
9482168,9482168,Male,56,1,8.0,0,1-2 Year,Yes,48430.0,25.0,116,0
4392936,4392936,Female,34,1,3.0,1,< 1 Year,No,2630.0,152.0,78,0
6484071,6484071,Female,40,1,28.0,0,1-2 Year,Yes,36922.0,124.0,146,1
6492307,6492307,Male,27,1,28.0,0,< 1 Year,Yes,31098.0,124.0,177,1
6537463,6537463,Male,46,1,18.0,0,1-2 Year,Yes,2630.0,124.0,232,0
2669288,2669288,Female,34,1,7.0,0,1-2 Year,Yes,40778.0,26.0,129,0
2658917,2658917,Male,59,1,28.0,0,1-2 Year,Yes,29596.0,124.0,213,1
5577761,5577761,Female,23,1,41.0,0,< 1 Year,Yes,2630.0,152.0,239,0
6670471,6670471,Male,21,1,46.0,1,< 1 Year,No,20408.0,160.0,165,0
9941216,9941216,Male,31,1,11.0,1,1-2 Year,Yes,2630.0,156.0,194,0
10797816,10797816,Female,22,1,28.0,0,1-2 Year,Yes,53857.0,124.0,134,1
182246,182246,Male,26,1,26.0,1,< 1 Year,No,32404.0,152.0,230,0
4815426,4815426,Male,42,1,28.0,0,1-2 Year,Yes,27462.0,26.0,177,1
6371701,6371701,Female,53,1,46.0,0,> 2 Years,Yes,2630.0,26.0,129,1
2135555,2135555,Male,53,1,18.0,0,1-2 Year,Yes,24117.0,26.0,209,0
4815459,4815459,Female,23,1,9.0,0,< 1 Year,Yes,32761.0,152.0,119,0
11006126,11006126,Male,27,1,28.0,1,< 1 Year,No,36863.0,152.0,88,0
4486807,4486807,Female,21,1,37.0,0,< 1 Year,Yes,29774.0,160.0,283,0
4313971,4313971,Male,76,1,28.0,0,1-2 Year,Yes,62481.0,26.0,163,0
1310102,1310102,Male,21,1,50.0,1,< 1 Year,No,26399.0,152.0,185,0
9984441,9984441,Male,22,1,8.0,0,< 1 Year,Yes,43770.0,152.0,160,0
7534392,7534392,Female,37,1,37.0,1,1-2 Year,No,40254.0,152.0,219,0
2467171,2467171,Male,25,1,21.0,1,< 1 Year,No,32476.0,152.0,211,0
6711735,6711735,Female,37,1,30.0,1,1-2 Year,No,21617.0,152.0,239,0
9108859,9108859,Male,48,1,10.0,1,> 2 Years,Yes,2630.0,156.0,159,0
1156715,1156715,Male,50,1,28.0,0,> 2 Years,Yes,40316.0,124.0,148,0
8353439,8353439,Female,65,1,36.0,0,1-2 Year,Yes,51482.0,26.0,286,0
8519491,8519491,Female,51,1,28.0,0,1-2 Year,Yes,28314.0,26.0,202,1
2598126,2598126,Female,24,1,11.0,1,< 1 Year,No,27786.0,152.0,225,0
2669600,2669600,Male,30,1,11.0,1,< 1 Year,No,28447.0,152.0,78,0
6237893,6237893,Female,44,1,28.0,0,1-2 Year,Yes,44910.0,122.0,204,1
5068741,5068741,Male,22,1,46.0,0,< 1 Year,Yes,41964.0,152.0,147,0
2824431,2824431,Female,24,1,6.0,0,< 1 Year,Yes,31265.0,26.0,235,0
5461661,5461661,Male,53,1,22.0,1,1-2 Year,Yes,41573.0,124.0,244,0
10815545,10815545,Female,23,1,29.0,1,< 1 Year,No,38712.0,152.0,254,0
2845320,2845320,Male,58,1,14.0,0,1-2 Year,Yes,2630.0,124.0,63,1
7077396,7077396,Female,32,1,11.0,1,1-2 Year,No,24237.0,124.0,193,0
903998,903998,Female,36,1,46.0,0,1-2 Year,Yes,37821.0,11.0,84,0
1231007,1231007,Female,23,1,11.0,1,< 1 Year,No,38953.0,152.0,206,0
11178159,11178159,Male,54,1,28.0,0,> 2 Years,Yes,41009.0,122.0,242,1
5642870,5642870,Male,35,1,4.0,0,1-2 Year,Yes,26141.0,154.0,19,0
6928590,6928590,Male,66,1,29.0,1,1-2 Year,Yes,40604.0,26.0,270,0
2238309,2238309,Male,56,1,8.0,0,1-2 Year,Yes,2630.0,7.0,132,0
2699974,2699974,Male,22,1,8.0,1,< 1 Year,No,56768.0,152.0,156,0
5197807,5197807,Female,50,1,37.0,0,1-2 Year,Yes,2630.0,124.0,293,0
10585419,10585419,Female,42,1,15.0,0,1-2 Year,Yes,37677.0,124.0,240,0
10257127,10257127,Male,43,1,28.0,0,> 2 Years,Yes,43508.0,124.0,210,0
821885,821885,Female,20,1,12.0,0,< 1 Year,Yes,30030.0,160.0,270,0
8781726,8781726,Male,38,1,28.0,1,1-2 Year,Yes,52647.0,26.0,240,0
740938,740938,Female,31,1,14.0,0,1-2 Year,Yes,25240.0,155.0,188,0
338177,338177,Male,22,1,46.0,1,< 1 Year,No,36255.0,152.0,207,0
2555968,2555968,Female,43,1,28.0,1,1-2 Year,No,32834.0,122.0,220,0
5661050,5661050,Male,45,1,8.0,1,1-2 Year,No,43766.0,124.0,131,0
4871676,4871676,Female,25,1,7.0,1,< 1 Year,No,2630.0,152.0,296,0
10908808,10908808,Female,50,1,28.0,0,1-2 Year,Yes,40595.0,124.0,76,0
8723468,8723468,Female,22,1,17.0,1,< 1 Year,No,37295.0,160.0,199,0
3441795,3441795,Female,56,1,28.0,0,1-2 Year,Yes,49367.0,124.0,22,0
